architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexicity_density,unique_ngram_count
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,FUN_00100690,100690,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.854067142,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,FUN_001006a0,001006a0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,FUN_001006b0,001006b0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,FUN_001006c0,001006c0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,FUN_001006d0,001006d0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,_start,1.01E+03,Non-Crypto,1,3,4,1,0,0.333333333,12,0,3,0,0,0,0,12,1.862985834,0.086956522,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,_PREINIT_0,100702,Non-Crypto,1,0,1,0,0,0,3,1,1,0,0,0,0,3,1.303515793,0.2,2,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,deregister_tm_clones,0010070e,Non-Crypto,4,5,3,0,0,0,2.5,1,5,0,0,0,0,10,1.034242869,0.085714286,2,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,register_tm_clones,100730,Non-Crypto,4,5,3,0,0,0,3.75,1,5,0,0,0,0,15,0.946668011,0.10515873,8,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,__do_global_dtors_aux,0010075c,Non-Crypto,5,8,5,1,0,0.125,4,2,7,0,0,0,0,20,1.567499428,0.068253968,16,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,init_demo_curve,100798,ECC,1,0,1,0,0,0,12,1,1,0,0,0,0,12,1.082426004,0,10,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,point_double,001007b4,ECC,5,20,17,0,0,0,18.2,1,10,0,0,0,0,91,1.217536621,0.067552483,98,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,point_infinity,001008aa,ECC,1,0,1,0,0,0,9,1,1,0,0,0,0,9,1.435510082,0.043478261,8,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,mod_add,001008c0,ECC,3,3,2,0,0,0,1.666666667,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,mod_mul,001008ce,ECC,1,1,2,0,0,0,11,0,2,0,0,0,0,11,1.575129401,0.074074074,8,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,mod_inv,001008ec,ECC,5,6,3,0,0,0,4.6,2,6,0,0,0,0,23,0.867110597,0.016666667,14,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,mod_sub,100924,ECC,3,2,1,0,0,0,3,2,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,point_add,100942,ECC,12,29,19,16,0,0.551724138,9.333333333,1,18,0,0,0,0,112,1.319370427,0.065580311,114,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,scalar_mul,00100a70,ECC,6,11,7,5,0,0.454545455,16.16666667,1,7,0,0,0,0,97,1.324117141,0.105006011,64,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,gen_keypair,00100b76,ECC,1,2,3,2,0,1,23,0,3,0,0,0,0,23,1.776518822,0.070175439,22,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,compute_shared,00100bb4,ECC,1,1,2,1,0,1,7,0,2,0,0,0,0,7,1.878013381,0.105263158,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,ecdsa_sign_toy,00100bc6,ECC,6,14,10,8,0,0.571428571,10.33333333,1,7,0,0,0,0,62,1.434038754,0.076407309,52,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,ecdsa_verify_toy,00100c6a,ECC,7,16,11,6,0,0.375,11.71428571,1,11,0,0,0,0,82,1.028614371,0.078813753,74,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,print_point,00100d42,ECC,3,4,3,2,0,0.5,5,0,4,0,0,0,0,15,1.402410165,0.138888889,20,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,main,00100d70,Non-Crypto,5,35,32,28,0,0.8,37.6,1,17,0,0,0,0,188,1.233635971,0.095927662,234,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,point_is_equal,00100fb0,ECC,5,4,1,0,0,0,3.2,3,5,0,0,0,0,16,0.108712889,0.125,22,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,egcd,00100fd6,ECC,4,5,3,1,0,0.2,8.75,1,3,0,0,0,0,35,1.145258925,0.015625,26,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,__umodti3,101030,ECC,69,106,39,11,0,0.103773585,3.782608696,4,66,0,0,0,0,261,0.371420748,0.105878815,146,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,FUN_00100680,100680,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,FUN_00100690,100690,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.854067142,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,FUN_001006a0,001006a0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,FUN_001006b0,001006b0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,FUN_001006c0,001006c0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,FUN_001006d0,001006d0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,_start,1.01E+03,Non-Crypto,1,3,4,1,0,0.333333333,12,0,3,0,0,0,0,12,1.862985834,0.086956522,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,_PREINIT_0,100702,Non-Crypto,1,0,1,0,0,0,3,1,1,0,0,0,0,3,1.303515793,0.2,2,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,deregister_tm_clones,0010070e,Non-Crypto,4,5,3,0,0,0,2.5,1,5,0,0,0,0,10,1.034242869,0.085714286,2,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,register_tm_clones,100730,Non-Crypto,4,5,3,0,0,0,3.75,1,5,0,0,0,0,15,0.946668011,0.10515873,8,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,__do_global_dtors_aux,0010075c,Non-Crypto,5,8,5,1,0,0.125,4,2,7,0,0,0,0,20,1.567499428,0.068253968,16,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,init_demo_curve,100798,ECC,1,0,1,0,0,0,12,1,1,0,0,0,0,12,1.082426004,0,10,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,point_double,001007b4,ECC,5,20,17,0,0,0,18.2,1,10,0,0,0,0,91,1.219018103,0.067552483,98,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,point_infinity,001008aa,ECC,1,0,1,0,0,0,9,1,1,0,0,0,0,9,1.435510082,0.043478261,8,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,mod_add,001008c0,ECC,3,3,2,0,0,0,1.666666667,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,mod_mul,001008ce,ECC,1,1,2,0,0,0,11,0,2,0,0,0,0,11,1.575129401,0.074074074,8,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,mod_inv,001008ec,ECC,5,7,4,0,0,0,4,1,6,0,0,0,0,20,0.682033231,0.016666667,14,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,mod_sub,0010091e,ECC,4,4,2,0,0,0,2,1,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,point_add,100938,ECC,12,29,19,16,0,0.551724138,9.333333333,1,18,0,0,0,0,112,1.3184922,0.065580311,114,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,scalar_mul,00100a66,ECC,6,11,7,4,0,0.363636364,15.83333333,1,7,0,0,0,0,95,1.324117141,0.106352134,64,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,gen_keypair,00100b68,ECC,1,2,3,2,0,1,23,0,3,0,0,0,0,23,1.776518822,0.070175439,22,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,compute_shared,00100ba6,ECC,1,1,2,1,0,1,7,0,2,0,0,0,0,7,1.899752511,0.105263158,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,ecdsa_sign_toy,00100bb8,ECC,6,14,10,8,0,0.571428571,10.33333333,1,7,0,0,0,0,62,1.42382578,0.076407309,52,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,ecdsa_verify_toy,00100c5c,ECC,7,16,11,6,0,0.375,11.71428571,1,11,0,0,0,0,82,1.023267185,0.078813753,74,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,print_point,00100d34,ECC,3,4,3,2,0,0.5,5,0,4,0,0,0,0,15,1.402410165,0.138888889,20,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,main,00100d62,Non-Crypto,5,35,32,28,0,0.8,36.8,1,17,0,0,0,0,184,1.239936639,0.097670245,234,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,point_is_equal,00100f9a,ECC,7,9,4,0,0,0,2.571428571,1,7,0,0,0,0,18,0.35108284,0.025974026,18,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,egcd,00100fc4,ECC,4,5,3,1,0,0.2,8.75,1,3,0,0,0,0,35,1.146885838,0.015625,26,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,clang,Os,ecc_riscv_clang_Os.elf,__umodti3,0010101e,ECC,69,106,39,11,0,0.103773585,3.782608696,4,66,0,0,0,0,261,0.36461668,0.105878815,146,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,FUN_00100750,100750,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,FUN_00100760,100760,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,FUN_00100770,100770,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,FUN_00100780,100780,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,FUN_00100790,100790,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,FUN_001007a0,001007a0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.854067142,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,FUN_001007b0,001007b0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,0,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,_start,001007c0,Non-Crypto,1,3,4,1,0,0.333333333,12,0,3,0,0,0,0,12,1.909598018,0.086956522,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,_PREINIT_0,1.01E+05,Non-Crypto,1,0,1,0,0,0,3,1,1,0,0,0,0,3,1.303515793,0.2,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,deregister_tm_clones,001007ee,Non-Crypto,4,5,3,0,0,0,2.5,1,5,0,0,0,0,10,1.034242869,0.085714286,2,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,register_tm_clones,100810,Non-Crypto,4,5,3,0,0,0,3.75,1,5,0,0,0,0,15,0.806635502,0.10515873,8,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,__do_global_dtors_aux,0010083c,Non-Crypto,5,8,5,1,0,0.125,4,2,7,0,0,0,0,20,1.470975273,0.068253968,16,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,modnorm,100878,ECC,3,3,2,0,0,0,6.666666667,2,3,0,0,0,0,20,1.807596616,0,6,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,mod_add,001008b8,ECC,3,3,2,0,0,0,8,1,3,0,0,0,0,24,1.887652184,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,mod_sub,100908,ECC,4,4,2,0,0,0,7,1,4,0,0,0,0,28,1.681481392,0,4,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,mod_mul,100962,ECC,1,1,2,0,0,0,40,0,2,0,0,0,0,40,1.870381096,0,10,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,egcd,001009ca,ECC,6,9,5,2,0,0.222222222,9.833333333,1,6,0,0,0,0,59,1.612814913,0.033578431,26,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,mod_inv,00100a84,ECC,8,12,6,2,0,0.166666667,6.125,1,10,0,0,0,0,49,1.467387091,0.024417314,18,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,mod_pow,00100b1c,ECC,6,9,5,1,0,0.111111111,16.5,2,4,0,0,0,0,99,1.715049548,0.026839827,24,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,init_demo_curve,00100c3c,ECC,1,0,1,0,0,0,36,1,1,0,0,0,0,36,1.957251712,0,10,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,point_infinity,00100cae,ECC,1,0,1,0,0,0,19,1,1,0,0,0,0,19,1.833909591,0,10,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,point_is_equal,00100ce6,ECC,11,16,7,0,0,0,3.454545455,1,11,0,0,0,0,38,1.072889995,0,24,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,point_double,00100d4a,ECC,10,27,19,14,0,0.518518519,15.2,1,16,0,0,0,0,152,1.78202345,0.020790816,36,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,point_add,00100f24,ECC,14,34,22,15,0,0.441176471,11.64285714,1,21,0,0,0,0,163,1.809649241,0.015016234,46,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,scalar_mul,0010111a,ECC,11,19,10,5,0,0.263157895,9.090909091,1,13,0,0,0,0,100,1.773126257,0.024621212,42,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,gen_keypair,0010125e,ECC,5,9,6,3,0,0.333333333,11.6,1,8,0,0,0,0,58,1.814028981,0.014588859,22,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,compute_shared,101312,ECC,3,5,4,2,0,0.4,10.66666667,1,5,0,0,0,0,32,1.737275271,0.02020202,14,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,ecdsa_sign_toy,101374,ECC,13,23,12,10,0,0.434782609,8.692307692,1,11,0,0,0,0,113,1.122957062,0.007446501,38,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
